shipment_id,order_id,tiempo_shipped_id,tiempo_delivered_id,dias_en_transito,carrier,tracking_number,status
9000004869,1000004869,20240802.0,20240805.0,3,Correo Argentino,TRK-1Z3D29SLNM,DELIVERED
9000004870,1000004870,,,1,PICKUP,,DELIVERED
9000004871,1000004871,20250223.0,20250224.0,1,PICKUP,,DELIVERED
9000004872,1000004872,,,7,Correo Argentino,TRK-ZDTOAIXWI3,DELIVERED
9000004873,1000004873,,,1,PICKUP,,DELIVERED
9000004874,1000004874,20250101.0,20250106.0,5,Correo Argentino,TRK-CF4OG7V39D,DELIVERED
9000004875,1000004875,20240129.0,20240130.0,1,PICKUP,,DELIVERED
9000004876,1000004876,20240921.0,20240924.0,3,Correo Argentino,TRK-WB3DL2ZXDF,DELIVERED
9000004877,1000004877,20240510.0,20240511.0,1,PICKUP,,DELIVERED
9000004878,1000004878,20240120.0,20240121.0,1,PICKUP,,DELIVERED
9000004879,1000004879,20240821.0,20240822.0,1,PICKUP,,DELIVERED
9000004880,1000004880,,,1,PICKUP,,DELIVERED
9000004881,1000004881,20240422.0,20240427.0,5,Correo Argentino,TRK-2DDZ0HO37W,DELIVERED
9000004882,1000004882,,,4,Correo Argentino,TRK-A4HB7VL8YN,DELIVERED
9000004883,1000004883,20241230.0,20241231.0,1,PICKUP,,DELIVERED
9000004884,1000004884,,,2,Correo Argentino,TRK-DIX6I30UYZ,DELIVERED
9000004885,1000004885,20240717.0,20240721.0,4,Correo Argentino,TRK-RYDGF7WJK1,DELIVERED
9000004886,1000004886,20241021.0,20241023.0,2,Correo Argentino,TRK-N8OVLGYB5Y,DELIVERED
9000004887,1000004887,20241030.0,20241102.0,3,Correo Argentino,TRK-FMSZTVTSET,DELIVERED
9000004888,1000004888,20241006.0,20241011.0,5,Correo Argentino,TRK-6FZYCB83DR,DELIVERED
9000004889,1000004889,20240726.0,20240727.0,1,PICKUP,,DELIVERED
9000004890,1000004890,20240803.0,20240808.0,5,Correo Argentino,TRK-E1CFITYFI7,DELIVERED
9000004891,1000004891,20240807.0,20240810.0,3,Correo Argentino,TRK-4ME6X22ONK,DELIVERED
9000004892,1000004892,,,3,Correo Argentino,TRK-MCLIUETRLW,DELIVERED
9000004893,1000004893,20241204.0,20241205.0,1,PICKUP,,SHIPPED
9000004894,1000004894,,,1,PICKUP,,SHIPPED
9000004895,1000004895,20250124.0,20250127.0,3,Correo Argentino,TRK-QQWPWS19Y0,DELIVERED
9000004896,1000004896,20241206.0,20241207.0,1,PICKUP,,DELIVERED
9000004897,1000004897,20240126.0,20240131.0,5,Correo Argentino,TRK-1835J0TL8U,DELIVERED
9000004898,1000004898,,,3,Correo Argentino,TRK-BDZJI8S6EG,SHIPPED
9000004899,1000004899,,,3,Correo Argentino,TRK-YD45P9IODL,DELIVERED
9000004900,1000004900,,,4,Correo Argentino,TRK-UL71BX4EQN,DELIVERED
9000004901,1000004901,20250131.0,20250202.0,2,Correo Argentino,TRK-BEM5LOGM6O,SHIPPED
9000004902,1000004902,20241023.0,20241027.0,4,Correo Argentino,TRK-87Z655PFDI,DELIVERED
9000004903,1000004903,20240812.0,20240814.0,2,Correo Argentino,TRK-5DCGHAH9F7,DELIVERED
9000004904,1000004904,20240818.0,20240819.0,1,PICKUP,,SHIPPED
9000004905,1000004905,20240122.0,20240126.0,4,Correo Argentino,TRK-FANLJAON59,DELIVERED
9000004906,1000004906,,,2,Correo Argentino,TRK-R5L4M0F3R8,READY
9000004907,1000004907,,,1,PICKUP,,DELIVERED
9000004908,1000004908,,,,PICKUP,,CANCELLED
9000004909,1000004909,,,1,PICKUP,,READY
9000004910,1000004910,20241005.0,20241007.0,2,Correo Argentino,TRK-RN0C9LDRP7,DELIVERED
9000004911,1000004911,,,,Correo Argentino,,CANCELLED
9000004912,1000004912,,,1,PICKUP,,DELIVERED
9000004913,1000004913,20240509.0,20240511.0,2,Correo Argentino,TRK-WDLOOJMFK7,DELIVERED
9000004914,1000004914,,,1,PICKUP,,DELIVERED
9000004915,1000004915,20250208.0,20250209.0,1,PICKUP,,DELIVERED
9000004916,1000004916,,,3,Correo Argentino,TRK-TOTPXY8EBB,DELIVERED
9000004917,1000004917,,,1,PICKUP,,DELIVERED
9000004918,1000004918,,,,Correo Argentino,,CANCELLED
9000004919,1000004919,,,1,PICKUP,,DELIVERED
9000004920,1000004920,20240903.0,20240907.0,4,Correo Argentino,TRK-1Q4OI6UP71,SHIPPED
9000004921,1000004921,20241013.0,20241014.0,1,PICKUP,,SHIPPED
9000004922,1000004922,,,,PICKUP,,CANCELLED
9000004923,1000004923,,,1,PICKUP,,READY
9000004924,1000004924,20240214.0,20240217.0,3,Correo Argentino,TRK-1L24OKP9G4,DELIVERED
9000004925,1000004925,20240823.0,20240824.0,1,PICKUP,,SHIPPED
9000004926,1000004926,20240227.0,20240228.0,1,PICKUP,,SHIPPED
9000004927,1000004927,20240127.0,20240201.0,5,Correo Argentino,TRK-6INDTMC44D,DELIVERED
9000004928,1000004928,20240409.0,20240412.0,3,Correo Argentino,TRK-M7FFTHOAW7,DELIVERED
9000004929,1000004929,,,1,PICKUP,,DELIVERED
9000004930,1000004930,,,1,PICKUP,,DELIVERED
9000004931,1000004931,,,3,Correo Argentino,TRK-BN4APFNEDY,DELIVERED
9000004932,1000004932,20240310.0,20240312.0,2,Correo Argentino,TRK-O2SJOJBNC5,DELIVERED
9000004933,1000004933,,,1,PICKUP,,DELIVERED
9000004934,1000004934,20240828.0,20240830.0,2,Correo Argentino,TRK-1OCF2N0VH6,SHIPPED
9000004935,1000004935,20240501.0,20240502.0,1,PICKUP,,SHIPPED
9000004936,1000004936,20240116.0,20240117.0,1,PICKUP,,DELIVERED
9000004937,1000004937,20241010.0,20241014.0,4,Correo Argentino,TRK-FVCC281NGU,DELIVERED
9000004938,1000004938,20240423.0,20240424.0,1,PICKUP,,DELIVERED
9000004939,1000004939,,,3,Correo Argentino,TRK-XKEXGV5HMZ,DELIVERED
9000004940,1000004940,,,4,Correo Argentino,TRK-F09UIGZPJJ,DELIVERED
9000004941,1000004941,,,,PICKUP,,CANCELLED
9000004942,1000004942,20240912.0,20240913.0,1,PICKUP,,SHIPPED
9000004943,1000004943,20240621.0,20240625.0,4,Correo Argentino,TRK-UYX9CT17KV,DELIVERED
9000004944,1000004944,20250220.0,20250227.0,7,Correo Argentino,TRK-LNX37ZOWFD,DELIVERED
9000004945,1000004945,20240310.0,20240311.0,1,PICKUP,,DELIVERED
9000004946,1000004946,,,2,Correo Argentino,TRK-11GN9VHWD8,DELIVERED
9000004947,1000004947,,,,Correo Argentino,,CANCELLED
9000004948,1000004948,,,1,PICKUP,,DELIVERED
9000004949,1000004949,20240506.0,20240507.0,1,PICKUP,,DELIVERED
9000004950,1000004950,20240621.0,20240622.0,1,PICKUP,,DELIVERED
9000004951,1000004951,,,1,PICKUP,,DELIVERED
9000004952,1000004952,,,4,Correo Argentino,TRK-C1092MZKCV,DELIVERED
9000004953,1000004953,20240626.0,20240701.0,5,Correo Argentino,TRK-26SQJ6HK9T,DELIVERED
9000004954,1000004954,20241026.0,20241028.0,2,Correo Argentino,TRK-58UR6QG47M,DELIVERED
9000004955,1000004955,,,3,Correo Argentino,TRK-84A5DZE1WX,DELIVERED
9000004956,1000004956,,,,Correo Argentino,,CANCELLED
9000004957,1000004957,20240217.0,20240220.0,3,Correo Argentino,TRK-2DCQX07AYN,DELIVERED
9000004958,1000004958,,,1,PICKUP,,DELIVERED
9000004959,1000004959,20241204.0,20241209.0,5,Correo Argentino,TRK-987RGSLG1S,READY
9000004960,1000004960,20240823.0,20240824.0,1,PICKUP,,DELIVERED
9000004961,1000004961,20240115.0,20240120.0,5,Correo Argentino,TRK-AC7ZS4KXHU,SHIPPED
9000004962,1000004962,20240909.0,20240912.0,3,Correo Argentino,TRK-AZK5SCCV3E,DELIVERED
9000004963,1000004963,,,1,PICKUP,,DELIVERED
9000004964,1000004964,,,1,PICKUP,,DELIVERED
9000004965,1000004965,,,,Correo Argentino,,CANCELLED
9000004966,1000004966,20250125.0,20250201.0,7,Correo Argentino,TRK-3MVUKZX2A8,DELIVERED
9000004967,1000004967,20241108.0,20241110.0,2,Correo Argentino,TRK-J6ISRC22UN,DELIVERED
9000004968,1000004968,20240430.0,20240501.0,1,PICKUP,,READY
9000004969,1000004969,,,1,PICKUP,,DELIVERED
9000004970,1000004970,,,4,Correo Argentino,TRK-2RW4SFMV6G,READY
9000004971,1000004971,20241023.0,20241028.0,5,Correo Argentino,TRK-CD1KPBWANY,DELIVERED
9000004972,1000004972,,,1,PICKUP,,DELIVERED
9000004973,1000004973,20250301.0,,5,Correo Argentino,TRK-AD1DIS5PFI,DELIVERED
9000004974,1000004974,,,1,PICKUP,,DELIVERED
9000004975,1000004975,,,4,Correo Argentino,TRK-55942HN6KK,DELIVERED
9000004976,1000004976,,,2,Correo Argentino,TRK-6SM54DDRPL,SHIPPED
9000004977,1000004977,20240920.0,20240925.0,5,Correo Argentino,TRK-7I5JUU3CWA,DELIVERED
9000004978,1000004978,20241021.0,20241022.0,1,PICKUP,,DELIVERED
9000004979,1000004979,,,1,PICKUP,,SHIPPED
9000004980,1000004980,20240215.0,20240219.0,4,Correo Argentino,TRK-AVLVX00IEF,DELIVERED
9000004981,1000004981,,,4,Correo Argentino,TRK-KS9U0GB4S8,DELIVERED
9000004982,1000004982,20240215.0,20240216.0,1,PICKUP,,DELIVERED
9000004983,1000004983,,,1,PICKUP,,READY
9000004984,1000004984,20241202.0,20241206.0,4,Correo Argentino,TRK-OO5J2F04V0,SHIPPED
9000004985,1000004985,20240527.0,20240531.0,4,Correo Argentino,TRK-ZR5IEC3AC7,DELIVERED
9000004986,1000004986,20240717.0,20240719.0,2,Correo Argentino,TRK-8W8630V6A1,DELIVERED
9000004987,1000004987,20240215.0,20240219.0,4,Correo Argentino,TRK-YXKQTTC3B2,DELIVERED
9000004988,1000004988,20241108.0,20241111.0,3,Correo Argentino,TRK-YBO7CFJ9YL,DELIVERED
9000004989,1000004989,,,,Correo Argentino,,CANCELLED
9000004990,1000004990,,,1,PICKUP,,DELIVERED
9000004991,1000004991,20240601.0,20240602.0,1,PICKUP,,DELIVERED
9000004992,1000004992,20240730.0,20240731.0,1,PICKUP,,READY
9000004993,1000004993,20240423.0,20240424.0,1,PICKUP,,DELIVERED
9000004994,1000004994,,,4,Correo Argentino,TRK-NJ3VQB6U0W,DELIVERED
9000004995,1000004995,20241018.0,20241020.0,2,Correo Argentino,TRK-CNHLTHT2ZM,DELIVERED
9000004996,1000004996,,,1,PICKUP,,DELIVERED
9000004997,1000004997,,,3,Correo Argentino,TRK-T0Q41DPYPS,DELIVERED
9000004998,1000004998,20240512.0,20240514.0,2,Correo Argentino,TRK-D5GXWDIKJX,DELIVERED
9000004999,1000004999,20241023.0,20241024.0,1,PICKUP,,DELIVERED
9000005000,1000005000,20240728.0,20240801.0,4,Correo Argentino,TRK-2KYCG3Y51N,DELIVERED
9000005001,1000005001,,,2,Correo Argentino,TRK-K5S5TDRIRP,DELIVERED
9000005002,1000005002,20240305.0,20240307.0,2,Correo Argentino,TRK-L7J14LKFPL,READY
9000005003,1000005003,20250205.0,20250209.0,4,Correo Argentino,TRK-U99PB5X9BX,DELIVERED
9000005004,1000005004,,,2,Correo Argentino,TRK-QEWCHV9HVC,DELIVERED
9000005005,1000005005,20240112.0,20240117.0,5,Correo Argentino,TRK-FUWG6XAV4J,DELIVERED
9000005006,1000005006,20240314.0,20240317.0,3,Correo Argentino,TRK-8UN6WU89TM,DELIVERED
9000005007,1000005007,20250117.0,20250118.0,1,PICKUP,,DELIVERED
9000005008,1000005008,20240725.0,20240730.0,5,Correo Argentino,TRK-Y668DEAW4S,DELIVERED
9000005009,1000005009,20250208.0,20250212.0,4,Correo Argentino,TRK-5GUJFBMGMM,DELIVERED
9000005010,1000005010,20241230.0,20250104.0,5,Correo Argentino,TRK-TPVZT099J4,DELIVERED
9000005011,1000005011,20240505.0,20240506.0,1,PICKUP,,SHIPPED
9000005012,1000005012,20240926.0,20240930.0,4,Correo Argentino,TRK-HRY61JGJ9I,DELIVERED
9000005013,1000005013,20240916.0,20240917.0,1,PICKUP,,DELIVERED
9000005014,1000005014,20250209.0,20250210.0,1,PICKUP,,DELIVERED
9000005015,1000005015,20241222.0,20241226.0,4,Correo Argentino,TRK-NTYF4XUEI6,DELIVERED
9000005016,1000005016,20250211.0,20250215.0,4,Correo Argentino,TRK-NRMSQWV90X,SHIPPED
9000005017,1000005017,20250205.0,20250208.0,3,Correo Argentino,TRK-JRFCYZEDLG,DELIVERED
9000005018,1000005018,20240926.0,20240927.0,1,PICKUP,,DELIVERED
9000005019,1000005019,,,,Correo Argentino,,CANCELLED
9000005020,1000005020,20241222.0,20241224.0,2,Correo Argentino,TRK-JQ03G4GLWN,SHIPPED
9000005021,1000005021,20241225.0,20241230.0,5,Correo Argentino,TRK-8XWZTATR74,DELIVERED
9000005022,1000005022,,,2,Correo Argentino,TRK-RFTVN3OM84,DELIVERED
9000005023,1000005023,20240202.0,20240205.0,3,Correo Argentino,TRK-FUEACODYND,DELIVERED
9000005024,1000005024,,,,Correo Argentino,,CANCELLED
9000005025,1000005025,20241019.0,20241020.0,1,PICKUP,,DELIVERED
9000005026,1000005026,20240611.0,20240612.0,1,PICKUP,,DELIVERED
9000005027,1000005027,,,3,Correo Argentino,TRK-QI0XEJ016K,DELIVERED
9000005028,1000005028,,,6,Correo Argentino,TRK-ZW489N2IAK,DELIVERED
9000005029,1000005029,20240725.0,20240726.0,1,PICKUP,,DELIVERED
9000005030,1000005030,,,,PICKUP,,CANCELLED
9000005031,1000005031,20240624.0,20240627.0,3,Correo Argentino,TRK-CQ9PN6T9EF,DELIVERED
9000005032,1000005032,,,5,Correo Argentino,TRK-PT5DUBDON4,DELIVERED
9000005033,1000005033,20240813.0,20240817.0,4,Correo Argentino,TRK-SITNCUE1UW,DELIVERED
9000005034,1000005034,,,7,Correo Argentino,TRK-ZR9HFK78W9,DELIVERED
9000005035,1000005035,20241123.0,20241124.0,1,PICKUP,,DELIVERED
9000005036,1000005036,20250124.0,20250128.0,4,Correo Argentino,TRK-X9RUJ2D5IE,DELIVERED
9000005037,1000005037,20240109.0,20240110.0,1,PICKUP,,DELIVERED
9000005038,1000005038,20241018.0,20241019.0,1,PICKUP,,DELIVERED
9000005039,1000005039,,,2,Correo Argentino,TRK-2W8CX1HG9F,DELIVERED
9000005040,1000005040,20240820.0,20240823.0,3,Correo Argentino,TRK-4OSCR9A0DM,DELIVERED
9000005041,1000005041,,,1,PICKUP,,DELIVERED
9000005042,1000005042,20240423.0,20240425.0,2,Correo Argentino,TRK-75Q0N3DE1H,DELIVERED
9000005043,1000005043,20240306.0,20240311.0,5,Correo Argentino,TRK-PS86X5NGFZ,DELIVERED
9000005044,1000005044,20240906.0,20240907.0,1,PICKUP,,DELIVERED
9000005045,1000005045,20240613.0,20240617.0,4,Correo Argentino,TRK-HLCCEGZ2YH,SHIPPED
9000005046,1000005046,20240716.0,20240717.0,1,PICKUP,,DELIVERED
9000005047,1000005047,20241223.0,20241224.0,1,PICKUP,,DELIVERED
9000005048,1000005048,,,,PICKUP,,CANCELLED
9000005049,1000005049,20240629.0,20240701.0,2,Correo Argentino,TRK-D9A7ER13Y5,DELIVERED
9000005050,1000005050,20241211.0,20241212.0,1,PICKUP,,DELIVERED
9000005051,1000005051,,,1,PICKUP,,DELIVERED
9000005052,1000005052,,,3,Correo Argentino,TRK-143ZT0ISAU,SHIPPED
9000005053,1000005053,20240922.0,20240924.0,2,Correo Argentino,TRK-M1XYDHQUGU,SHIPPED
9000005054,1000005054,20250126.0,20250130.0,4,Correo Argentino,TRK-YTSL2K003H,DELIVERED
9000005055,1000005055,,,3,Correo Argentino,TRK-IIO6I6OQP2,DELIVERED
9000005056,1000005056,20240306.0,20240309.0,3,Correo Argentino,TRK-EFYELUB58Q,DELIVERED
9000005057,1000005057,20241011.0,20241012.0,1,PICKUP,,SHIPPED
9000005058,1000005058,20240428.0,20240502.0,4,Correo Argentino,TRK-W0SA3E1U9Q,DELIVERED
9000005059,1000005059,,,5,Correo Argentino,TRK-B29LS9B6WJ,SHIPPED
9000005060,1000005060,,,,PICKUP,,CANCELLED
9000005061,1000005061,20240218.0,20240219.0,1,PICKUP,,DELIVERED
9000005062,1000005062,,,1,PICKUP,,SHIPPED
9000005063,1000005063,20240616.0,20240617.0,1,PICKUP,,DELIVERED
9000005064,1000005064,,,3,Correo Argentino,TRK-9HUC7T8ONK,DELIVERED
9000005065,1000005065,,,1,PICKUP,,DELIVERED
9000005066,1000005066,,,1,PICKUP,,DELIVERED
9000005067,1000005067,,,,PICKUP,,CANCELLED
9000005068,1000005068,,,5,Correo Argentino,TRK-DGQ811OHJU,DELIVERED
9000005069,1000005069,,,2,Correo Argentino,TRK-GC132NIONX,DELIVERED
9000005070,1000005070,,,,PICKUP,,CANCELLED
9000005071,1000005071,,,4,Correo Argentino,TRK-LEPCLPI3F1,DELIVERED
9000005072,1000005072,,,7,Correo Argentino,TRK-U77T70VZKU,SHIPPED
9000005073,1000005073,20240610.0,20240615.0,5,Correo Argentino,TRK-YWM6OZS9MK,DELIVERED
9000005074,1000005074,,,,Correo Argentino,,CANCELLED
9000005075,1000005075,,,4,Correo Argentino,TRK-6VN0IVVBHK,SHIPPED
9000005076,1000005076,20241126.0,20241127.0,1,PICKUP,,DELIVERED
9000005077,1000005077,20240318.0,20240320.0,2,Correo Argentino,TRK-17AIH2E9XE,DELIVERED
9000005078,1000005078,20240615.0,20240616.0,1,PICKUP,,DELIVERED
9000005079,1000005079,,,2,Correo Argentino,TRK-HOEAB7SOPM,DELIVERED
9000005080,1000005080,,,,Correo Argentino,,CANCELLED
9000005081,1000005081,20240722.0,20240726.0,4,Correo Argentino,TRK-DQ5H662ZNR,DELIVERED
9000005082,1000005082,20240829.0,20240903.0,5,Correo Argentino,TRK-AGTXJMXKLS,SHIPPED
9000005083,1000005083,20240527.0,20240528.0,1,PICKUP,,DELIVERED
9000005084,1000005084,,,3,Correo Argentino,TRK-G5GS7W32RJ,DELIVERED
9000005085,1000005085,20240206.0,20240207.0,1,PICKUP,,SHIPPED
9000005086,1000005086,20240512.0,20240513.0,1,PICKUP,,DELIVERED
9000005087,1000005087,20240125.0,20240126.0,1,PICKUP,,DELIVERED
9000005088,1000005088,20240214.0,20240217.0,3,Correo Argentino,TRK-73SYT7AK3J,DELIVERED
9000005089,1000005089,20250217.0,20250218.0,1,PICKUP,,SHIPPED
9000005090,1000005090,20240218.0,20240219.0,1,PICKUP,,SHIPPED
9000005091,1000005091,20250220.0,20250221.0,1,PICKUP,,DELIVERED
9000005092,1000005092,20250203.0,20250204.0,1,PICKUP,,SHIPPED
9000005093,1000005093,,,4,Correo Argentino,TRK-DVSF6E7M0I,DELIVERED
9000005094,1000005094,,,4,Correo Argentino,TRK-ORAYWAE9XV,DELIVERED
9000005095,1000005095,,,3,Correo Argentino,TRK-G7R1XC53E3,DELIVERED
9000005096,1000005096,20241127.0,20241128.0,1,PICKUP,,DELIVERED
9000005097,1000005097,20240207.0,20240208.0,1,PICKUP,,DELIVERED
9000005098,1000005098,,,7,Correo Argentino,TRK-CSA6UPCK4B,DELIVERED
9000005099,1000005099,20250120.0,20250124.0,4,Correo Argentino,TRK-B8DEY6F49C,DELIVERED
9000005100,1000005100,20241108.0,20241112.0,4,Correo Argentino,TRK-0XJ6IUGOVJ,DELIVERED
9000005101,1000005101,,,4,Correo Argentino,TRK-Q9SLA2YWPN,DELIVERED
9000005102,1000005102,20240501.0,20240502.0,1,PICKUP,,DELIVERED
9000005103,1000005103,20250111.0,20250112.0,1,PICKUP,,SHIPPED
9000005104,1000005104,,,1,PICKUP,,DELIVERED
9000005105,1000005105,20240928.0,20240929.0,1,PICKUP,,DELIVERED
9000005106,1000005106,,,1,PICKUP,,SHIPPED
9000005107,1000005107,20240109.0,20240110.0,1,PICKUP,,DELIVERED
9000005108,1000005108,,,1,PICKUP,,DELIVERED
9000005109,1000005109,20241016.0,20241018.0,2,Correo Argentino,TRK-0LU2NDC2HZ,SHIPPED
9000005110,1000005110,20241107.0,20241110.0,3,Correo Argentino,TRK-VJ077QRKSV,DELIVERED
9000005111,1000005111,20240421.0,20240426.0,5,Correo Argentino,TRK-QZXDX0J3X9,DELIVERED
9000005112,1000005112,20250217.0,20250219.0,2,Correo Argentino,TRK-YSM05U53I5,SHIPPED
9000005113,1000005113,20240905.0,20240908.0,3,Correo Argentino,TRK-KMWBVAZ035,DELIVERED
9000005114,1000005114,20241003.0,20241004.0,1,PICKUP,,DELIVERED
9000005115,1000005115,20240415.0,20240416.0,1,PICKUP,,DELIVERED
9000005116,1000005116,,,3,Correo Argentino,TRK-LE7ABL5EBE,DELIVERED
9000005117,1000005117,20241217.0,20241218.0,1,PICKUP,,DELIVERED
9000005118,1000005118,20250105.0,20250106.0,1,PICKUP,,SHIPPED
9000005119,1000005119,20240103.0,20240106.0,3,Correo Argentino,TRK-ZTVN5UGOG4,DELIVERED
9000005120,1000005120,20240105.0,20240109.0,4,Correo Argentino,TRK-HG7GTTO19Q,DELIVERED
9000005121,1000005121,,,,Correo Argentino,,CANCELLED
9000005122,1000005122,20250203.0,20250204.0,1,PICKUP,,DELIVERED
9000005123,1000005123,,,1,PICKUP,,DELIVERED
9000005124,1000005124,,,5,Correo Argentino,TRK-IDMJ0S7XE1,DELIVERED
9000005125,1000005125,,,3,Correo Argentino,TRK-E96KGHAGGW,DELIVERED
9000005126,1000005126,20250214.0,20250219.0,5,Correo Argentino,TRK-WIGAYL6N5T,DELIVERED
9000005127,1000005127,20240320.0,20240321.0,1,PICKUP,,SHIPPED
9000005128,1000005128,20241011.0,20241012.0,1,PICKUP,,DELIVERED
9000005129,1000005129,20241207.0,20241210.0,3,Correo Argentino,TRK-Q1HYH6MLNO,DELIVERED
9000005130,1000005130,20240724.0,20240725.0,1,PICKUP,,DELIVERED
9000005131,1000005131,20240211.0,20240215.0,4,Correo Argentino,TRK-LIBIUCJ6UL,DELIVERED
9000005132,1000005132,20241026.0,20241027.0,1,PICKUP,,DELIVERED
9000005133,1000005133,20250213.0,20250217.0,4,Correo Argentino,TRK-WOHWR13MBA,DELIVERED
9000005134,1000005134,20240302.0,20240307.0,5,Correo Argentino,TRK-NYUJDSR0XU,SHIPPED
9000005135,1000005135,,,2,Correo Argentino,TRK-YAJKNCRGQO,SHIPPED
9000005136,1000005136,20240815.0,20240816.0,1,PICKUP,,DELIVERED
9000005137,1000005137,20241113.0,20241118.0,5,Correo Argentino,TRK-52M5T4TXK0,DELIVERED
9000005138,1000005138,,,,Correo Argentino,,CANCELLED
9000005139,1000005139,,,1,PICKUP,,DELIVERED
9000005140,1000005140,20241122.0,20241129.0,7,Correo Argentino,TRK-2R6TQYQC4B,DELIVERED
9000005141,1000005141,20250101.0,20250102.0,1,PICKUP,,DELIVERED
9000005142,1000005142,20240110.0,20240113.0,3,Correo Argentino,TRK-BE7CJICMPX,DELIVERED
9000005143,1000005143,20250128.0,20250203.0,6,Correo Argentino,TRK-2HU9D7WU11,DELIVERED
9000005144,1000005144,20241009.0,20241010.0,1,PICKUP,,DELIVERED
9000005145,1000005145,20240826.0,20240827.0,1,PICKUP,,DELIVERED
9000005146,1000005146,20250301.0,,1,PICKUP,,DELIVERED
9000005147,1000005147,,,,PICKUP,,CANCELLED
9000005148,1000005148,,,4,Correo Argentino,TRK-L76CJP1FJ9,DELIVERED
9000005149,1000005149,20240412.0,20240419.0,7,Correo Argentino,TRK-ZXGX3BO17E,SHIPPED
9000005150,1000005150,,,3,Correo Argentino,TRK-3RZHJBB8O5,DELIVERED
9000005151,1000005151,20240209.0,20240210.0,1,PICKUP,,DELIVERED
9000005152,1000005152,20240318.0,20240321.0,3,Correo Argentino,TRK-SEDTJ7XCGF,SHIPPED
9000005153,1000005153,20240323.0,20240325.0,2,Correo Argentino,TRK-XTVMAHT3WA,DELIVERED
9000005154,1000005154,20240319.0,20240321.0,2,Correo Argentino,TRK-UNBHZTTZHX,SHIPPED
9000005155,1000005155,20240328.0,20240329.0,1,PICKUP,,DELIVERED
9000005156,1000005156,,,2,Correo Argentino,TRK-H6S0XX8OE6,SHIPPED
9000005157,1000005157,,,1,PICKUP,,DELIVERED
9000005158,1000005158,20241202.0,20241203.0,1,PICKUP,,SHIPPED
9000005159,1000005159,,,4,Correo Argentino,TRK-OWLS28NM5V,DELIVERED
9000005160,1000005160,20240727.0,20240802.0,6,Correo Argentino,TRK-AWVQ9UQ6V2,DELIVERED
9000005161,1000005161,20241015.0,20241022.0,7,Correo Argentino,TRK-4WIT79J2QJ,DELIVERED
9000005162,1000005162,,,5,Correo Argentino,TRK-KDU4LTUQB9,DELIVERED
9000005163,1000005163,,,2,Correo Argentino,TRK-SQ60LJWYXU,DELIVERED
9000005164,1000005164,20240616.0,20240619.0,3,Correo Argentino,TRK-EYBM5TQ5QN,DELIVERED
9000005165,1000005165,20241202.0,20241205.0,3,Correo Argentino,TRK-Z31B6QMJ4Z,SHIPPED
9000005166,1000005166,20240825.0,20240826.0,1,PICKUP,,DELIVERED
9000005167,1000005167,20241217.0,20241218.0,1,PICKUP,,DELIVERED
9000005168,1000005168,20250104.0,20250109.0,5,Correo Argentino,TRK-F33KD2W3T8,SHIPPED
9000005169,1000005169,20241109.0,20241110.0,1,PICKUP,,SHIPPED
9000005170,1000005170,,,1,PICKUP,,DELIVERED
9000005171,1000005171,20241031.0,20241101.0,1,PICKUP,,DELIVERED
9000005172,1000005172,,,3,Correo Argentino,TRK-U9G2VGRXIF,SHIPPED
9000005173,1000005173,20240213.0,20240215.0,2,Correo Argentino,TRK-9H63XU6SK7,DELIVERED
9000005174,1000005174,20240312.0,20240313.0,1,PICKUP,,SHIPPED
9000005175,1000005175,20240524.0,20240525.0,1,PICKUP,,SHIPPED
9000005176,1000005176,,,1,PICKUP,,DELIVERED
9000005177,1000005177,,,1,PICKUP,,DELIVERED
9000005178,1000005178,20240206.0,20240207.0,1,PICKUP,,DELIVERED
9000005179,1000005179,,,2,Correo Argentino,TRK-XF54C0WYVP,DELIVERED
9000005180,1000005180,20240404.0,20240407.0,3,Correo Argentino,TRK-ZY7N0Q87QI,DELIVERED
9000005181,1000005181,20240723.0,20240728.0,5,Correo Argentino,TRK-LTLBGNKVCA,DELIVERED
9000005182,1000005182,20240724.0,20240727.0,3,Correo Argentino,TRK-3GWCHJ9IVC,DELIVERED
9000005183,1000005183,,,,Correo Argentino,,CANCELLED
9000005184,1000005184,20240417.0,20240418.0,1,PICKUP,,DELIVERED
9000005185,1000005185,20240815.0,20240816.0,1,PICKUP,,DELIVERED
9000005186,1000005186,20240217.0,20240219.0,2,Correo Argentino,TRK-29IVZHSYHA,DELIVERED
9000005187,1000005187,20241028.0,20241029.0,1,PICKUP,,DELIVERED
9000005188,1000005188,,,,Correo Argentino,,CANCELLED
9000005189,1000005189,20250120.0,20250122.0,2,Correo Argentino,TRK-QJGISKBEQZ,DELIVERED
9000005190,1000005190,,,1,PICKUP,,DELIVERED
9000005191,1000005191,,,1,PICKUP,,DELIVERED
9000005192,1000005192,20250110.0,20250114.0,4,Correo Argentino,TRK-ZV84VA23KD,DELIVERED
9000005193,1000005193,20240306.0,20240307.0,1,PICKUP,,SHIPPED
9000005194,1000005194,20240828.0,20240829.0,1,PICKUP,,DELIVERED
9000005195,1000005195,20241031.0,20241103.0,3,Correo Argentino,TRK-ZDPLS4P3YM,DELIVERED
9000005196,1000005196,,,1,PICKUP,,DELIVERED
9000005197,1000005197,,,1,PICKUP,,DELIVERED
9000005198,1000005198,,,1,PICKUP,,SHIPPED
